irshannit	raw=ঈর্ষান্বিত:DICTIONARY:0.96	lit=ইর্শান্নিত	valid=false	clean=false	freq=0	gate=null	commit=ঈর্ষান্বিত
phoshor	raw=অফশোর:DICTIONARY:0.96	lit=ফশর	valid=false	clean=true	freq=0	gate=null	commit=অফশোর
phoset	raw=অফসেট:DICTIONARY:0.96	lit=ফসেত	valid=false	clean=true	freq=0	gate=null	commit=অফসেট
phisiyali	raw=অফিসিয়ালি:DICTIONARY:0.96	lit=ফিসিয়ালি	valid=false	clean=true	freq=0	gate=null	commit=অফিসিয়ালি
bochetoner	raw=অবচেতনের:DICTIONARY:0.96	lit=বচেতনের	valid=false	clean=true	freq=0	gate=null	commit=অবচেতনের
bodanoke	raw=অবদানকে:DICTIONARY:0.96	lit=বদানকে	valid=false	clean=true	freq=0	gate=null	commit=অবদানকে
bodharit	raw=অবধারিত:DICTIONARY:0.96	lit=বধারিত	valid=false	clean=true	freq=0	gate=null	commit=অবধারিত
boniindronath	raw=অবনীন্দ্রনাথ:DICTIONARY:0.96	lit=বনীন্দ্রনাথ	valid=false	clean=true	freq=0	gate=null	commit=অবনীন্দ্রনাথ
bomuulyayon	raw=অবমূল্যায়ন:DICTIONARY:0.96	lit=বমূল্যায়ন	valid=false	clean=false	freq=0	gate=null	commit=অবমূল্যায়ন
bosad	raw=অবসাদ:DICTIONARY:0.96	lit=বসাদ	valid=false	clean=true	freq=0	gate=null	commit=অবসাদ
bosthate	raw=অবস্থাতে:DICTIONARY:0.96	lit=বস্থাতে	valid=false	clean=false	freq=0	gate=null	commit=অবস্থাতে
bosthanokarii	raw=অবস্থানকারী:DICTIONARY:0.96	lit=বস্থানকারী	valid=false	clean=false	freq=0	gate=null	commit=অবস্থানকারী
longkrrit	raw=অলঙ্কৃত:DICTIONARY:0.96	lit=লংক্র্রিত	valid=false	clean=false	freq=0	gate=null	commit=অলঙ্কৃত
loraundar	raw=অলরাউন্ডার:DICTIONARY:0.96	lit=লরাউন্দার	valid=false	clean=true	freq=0	gate=null	commit=অলরাউন্ডার
losota	raw=অলসতা:DICTIONARY:0.96	lit=লসতা	valid=false	clean=true	freq=0	gate=null	commit=অলসতা
idogano	raw=ঈদগাঁও:DICTIONARY:0.96	lit=ইদগান	valid=false	clean=true	freq=0	gate=null	commit=ঈদগাঁও
torikoshay	raw=অটোরিকশায়:DICTIONARY:0.96	lit=তরিকশায়	valid=false	clean=true	freq=0	gate=null	commit=অটোরিকশায়
toriksa	raw=অটোরিক্সা:DICTIONARY:0.96	lit=তরিক্সা	valid=false	clean=false	freq=0	gate=null	commit=অটোরিক্সা
torkite	raw=অতর্কিতে:DICTIONARY:0.96	lit=তর্কিতে	valid=false	clean=false	freq=0	gate=null	commit=অতর্কিতে
phishiyali	raw=অফিশিয়ালি:DICTIONARY:0.96	lit=ফিশিয়ালি	valid=false	clean=true	freq=0	gate=null	commit=অফিশিয়ালি
bodanokariir	raw=অবদানকারীর:DICTIONARY:0.96	lit=বদানকারীর	valid=false	clean=true	freq=0	gate=null	commit=অবদানকারীর
bonomit	raw=অবনমিত:DICTIONARY:0.96	lit=বনমিত	valid=false	clean=true	freq=0	gate=null	commit=অবনমিত
bomanonakor	raw=অবমাননাকর:DICTIONARY:0.96	lit=বমাননাকর	valid=false	clean=true	freq=0	gate=null	commit=অবমাননাকর
boshishtangsher	raw=অবশিষ্টাংশের:DICTIONARY:0.96	lit=বশিশ্তাংশের	valid=false	clean=false	freq=0	gate=null	commit=অবশিষ্টাংশের
bosade	raw=অবসাদে:DICTIONARY:0.96	lit=বসাদে	valid=false	clean=true	freq=0	gate=null	commit=অবসাদে
bosthanoo	raw=অবস্থানও:DICTIONARY:0.96	lit=বস্থানু	valid=false	clean=false	freq=0	gate=null	commit=অবস্থানও
bohelay	raw=অবহেলায়:DICTIONARY:0.96	lit=বহেলায়	valid=false	clean=true	freq=0	gate=null	commit=অবহেলায়
longkarer	raw=অলংকারের:DICTIONARY:0.96	lit=লংকারের	valid=false	clean=true	freq=0	gate=null	commit=অলংকারের
lodrin	raw=অলড্রিন:DICTIONARY:0.96	lit=লদ্রিন	valid=false	clean=false	freq=0	gate=null	commit=অলড্রিন
loukikobhabe	raw=অলৌকিকভাবে:DICTIONARY:0.96	lit=লৌকিকভাবে	valid=false	clean=true	freq=0	gate=null	commit=অলৌকিকভাবে
ishworoi	raw=ঈশ্বরই:DICTIONARY:0.96	lit=ইশওয়রৈ	valid=false	clean=true	freq=0	gate=null	commit=ঈশ্বরই
ishworoprodott	raw=ঈশ্বরপ্রদত্ত:DICTIONARY:0.96	lit=ইশওয়রপ্রদত্ত	valid=false	clean=false	freq=0	gate=null	commit=ঈশ্বরপ্রদত্ত
tomeshon	raw=অটোমেশন:DICTIONARY:0.96	lit=তমেশন	valid=false	clean=true	freq=0	gate=null	commit=অটোমেশন
tomyan	raw=অটোম্যান:DICTIONARY:0.96	lit=তম্যান	valid=false	clean=false	freq=0	gate=null	commit=অটোম্যান
phosaider	raw=অফসাইডের:DICTIONARY:0.96	lit=ফসাইদের	valid=false	clean=true	freq=0	gate=null	commit=অফসাইডের
phisota	raw=অফিসটা:DICTIONARY:0.96	lit=ফিসতা	valid=false	clean=true	freq=0	gate=null	commit=অফিসটা
bokathamote	raw=অবকাঠামোতে:DICTIONARY:0.96	lit=বকাথামতে	valid=false	clean=true	freq=0	gate=null	commit=অবকাঠামোতে
bokashe	raw=অবকাশে:DICTIONARY:0.96	lit=বকাশে	valid=false	clean=true	freq=0	gate=null	commit=অবকাশে
bokkhoyer	raw=অবক্ষয়ের:DICTIONARY:0.96	lit=বক্ষয়ের	valid=false	clean=true	freq=0	gate=null	commit=অবক্ষয়ের
bogahon	raw=অবগাহন:DICTIONARY:0.96	lit=বগাহন	valid=false	clean=true	freq=0	gate=null	commit=অবগাহন
bojarobhar	raw=অবজারভার:DICTIONARY:0.96	lit=বজারভার	valid=false	clean=true	freq=0	gate=null	commit=অবজারভার
bojekoshon	raw=অবজেকশন:DICTIONARY:0.96	lit=বজেকশন	valid=false	clean=true	freq=0	gate=null	commit=অবজেকশন
bodanoo	raw=অবদানও:DICTIONARY:0.96	lit=বদানু	valid=false	clean=true	freq=0	gate=null	commit=অবদানও
bodane	raw=অবদানে:DICTIONARY:0.96	lit=বদানে	valid=false	clean=true	freq=0	gate=null	commit=অবদানে
bonomon	raw=অবনমন:DICTIONARY:0.96	lit=বনমন	valid=false	clean=true	freq=0	gate=null	commit=অবনমন
bomanonar	raw=অবমাননার:DICTIONARY:0.96	lit=বমাননার	valid=false	clean=true	freq=0	gate=null	commit=অবমাননার
boseshon	raw=অবসেশন:DICTIONARY:0.96	lit=বসেশন	valid=false	clean=true	freq=0	gate=null	commit=অবসেশন
longkoron	raw=অলংকরণ:DICTIONARY:0.96	lit=লংকরন	valid=false	clean=true	freq=0	gate=null	commit=অলংকরণ
lokkhune	raw=অলক্ষুণে:DICTIONARY:0.96	lit=লক্ষুনে	valid=false	clean=true	freq=0	gate=null	commit=অলক্ষুণে
ishworobad	raw=ঈশ্বরবাদ:DICTIONARY:0.96	lit=ইশওয়রবাদ	valid=false	clean=true	freq=0	gate=null	commit=ঈশ্বরবাদ
londajora	raw=ওলন্দাজরা:DICTIONARY:0.93	lit=লন্দাজরা	valid=false	clean=true	freq=0	gate=null	commit=ওলন্দাজরা
tolobhabe	raw=অটলভাবে:DICTIONARY:0.96	lit=তলভাবে	valid=false	clean=true	freq=0	gate=null	commit=অটলভাবে
torikoshar	raw=অটোরিকশার:DICTIONARY:0.96	lit=তরিকশার	valid=false	clean=true	freq=0	gate=null	commit=অটোরিকশার
totukui	raw=অতটুকুই:DICTIONARY:0.96	lit=ততুকুই	valid=false	clean=true	freq=0	gate=null	commit=অতটুকুই
tolantik	raw=অতলান্তিক:DICTIONARY:0.96	lit=তলান্তিক	valid=false	clean=true	freq=0	gate=null	commit=অতলান্তিক
phosaid	raw=অফসাইড:DICTIONARY:0.96	lit=ফসাইদ	valid=false	clean=true	freq=0	gate=null	commit=অফসাইড
pharota	raw=অফারটা:DICTIONARY:0.96	lit=ফারতা	valid=false	clean=true	freq=0	gate=null	commit=অফারটা
phisoke	raw=অফিসকে:DICTIONARY:0.96	lit=ফিসকে	valid=true	clean=true	freq=0	gate=ফিসকে	commit=ফিসকে
phisei	raw=অফিসেই:DICTIONARY:0.96	lit=ফিসেই	valid=false	clean=true	freq=0	gate=null	commit=অফিসেই
bogotir	raw=অবগতির:DICTIONARY:0.96	lit=বগতির	valid=false	clean=true	freq=0	gate=null	commit=অবগতির
bogunthon	raw=অবগুণ্ঠন:DICTIONARY:0.96	lit=বগুন্থন	valid=false	clean=true	freq=0	gate=null	commit=অবগুণ্ঠন
bogyar	raw=অবজ্ঞার:DICTIONARY:0.96	lit=বগ্যার	valid=false	clean=false	freq=0	gate=null	commit=অবজ্ঞার
botare	raw=বোঁটারে:DICTIONARY:0.93	lit=বতারে	valid=false	clean=true	freq=0	gate=null	commit=বোঁটারে
bodomit	raw=অবদমিত:DICTIONARY:0.96	lit=বদমিত	valid=false	clean=true	freq=0	gate=null	commit=অবদমিত
bontii	raw=অবন্তী:DICTIONARY:0.96	lit=বন্তী	valid=false	clean=true	freq=0	gate=null	commit=অবন্তী
boroh	raw=বরহ:CLEAN_TRANSLITERATION:0.6	lit=বরহ	valid=false	clean=true	freq=0	gate=null	commit=অবরোহ
bolomboner	raw=অবলম্বনের:DICTIONARY:0.96	lit=বলম্বনের	valid=false	clean=true	freq=0	gate=null	commit=অবলম্বনের
bolombit	raw=অবলম্বিত:DICTIONARY:0.96	lit=বলম্বিত	valid=false	clean=true	freq=0	gate=null	commit=অবলম্বিত
bosthanoi	raw=অবস্থানই:DICTIONARY:0.96	lit=বস্থানৈ	valid=false	clean=false	freq=0	gate=null	commit=অবস্থানই
bosthanota	raw=অবস্থানটা:DICTIONARY:0.96	lit=বস্থানতা	valid=false	clean=false	freq=0	gate=null	commit=অবস্থানটা
bosthanoti	raw=অবস্থানটি:DICTIONARY:0.96	lit=বস্থানতি	valid=false	clean=false	freq=0	gate=null	commit=অবস্থানটি
bosthayoo	raw=অবস্থায়ও:DICTIONARY:0.96	lit=বস্থায়ু	valid=false	clean=false	freq=0	gate=null	commit=অবস্থায়ও
longkare	raw=লঙ্কারে:DICTIONARY:0.93	lit=লংকারে	valid=false	clean=true	freq=0	gate=null	commit=লঙ্কারে
loaut	raw=অলআউট:DICTIONARY:0.96	lit=লআউত	valid=false	clean=true	freq=0	gate=null	commit=অলআউট
lokanonda	raw=অলকানন্দা:DICTIONARY:0.96	lit=লকানন্দা	valid=false	clean=true	freq=0	gate=null	commit=অলকানন্দা
longghoniiy	raw=অলঙ্ঘনীয়:DICTIONARY:0.96	lit=লঙ্ঘনীয়	valid=true	clean=true	freq=0	gate=লঙ্ঘনীয়	commit=লঙ্ঘনীয়
lobrait	raw=অলব্রাইট:DICTIONARY:0.96	lit=লব্রাইত	valid=false	clean=false	freq=0	gate=null	commit=অলব্রাইট
irshar	raw=ঈর্ষার:DICTIONARY:0.96	lit=ইর্শার	valid=false	clean=false	freq=0	gate=null	commit=ঈর্ষার
ishworoo	raw=ঈশ্বরও:DICTIONARY:0.96	lit=ইশওয়রু	valid=false	clean=true	freq=0	gate=null	commit=ঈশ্বরও
urdhbogamii	raw=ঊর্ধ্বগামী:DICTIONARY:0.96	lit=উর্ধ্বগামী	valid=false	clean=false	freq=0	gate=null	commit=ঊর্ধ্বগামী
urdhogamii	raw=ঊর্ধ্বগামী:DICTIONARY:0.96	lit=উর্ধগামী	valid=false	clean=false	freq=0	gate=null	commit=ঊর্ধ্বগামী
londajoder	raw=ওলন্দাজদের:DICTIONARY:0.93	lit=লন্দাজদের	valid=false	clean=true	freq=0	gate=null	commit=ওলন্দাজদের
tomeshoner	raw=অটোমেশনের:DICTIONARY:0.96	lit=তমেশনের	valid=false	clean=true	freq=0	gate=null	commit=অটোমেশনের
tomobailer	raw=অটোমোবাইলের:DICTIONARY:0.96	lit=তমবাইলের	valid=false	clean=true	freq=0	gate=null	commit=অটোমোবাইলের
togulo	raw=অতগুলো:DICTIONARY:0.96	lit=তগুল	valid=false	clean=true	freq=0	gate=null	commit=অতগুলো
tosii	raw=অতসী:DICTIONARY:0.96	lit=তসী	valid=false	clean=true	freq=0	gate=null	commit=অতসী
pholaine	raw=অফলাইনে:DICTIONARY:0.96	lit=ফলাইনে	valid=false	clean=true	freq=0	gate=null	commit=অফলাইনে
phisoti	raw=অফিসটি:DICTIONARY:0.96	lit=ফিসতি	valid=false	clean=true	freq=0	gate=null	commit=অফিসটি
phisarera	raw=অফিসারেরা:DICTIONARY:0.93	lit=ফিসারেরা	valid=false	clean=true	freq=0	gate=null	commit=অফিসারেরা
phiseo	raw=অফিসেও:DICTIONARY:0.96	lit=ফিসেও	valid=false	clean=true	freq=0	gate=null	commit=অফিসেও
bokashozapon	raw=অবকাশযাপন:DICTIONARY:0.96	lit=বকাশজাপন	valid=false	clean=true	freq=0	gate=null	commit=অবকাশযাপন
