বিশ্বাস	করি	না	87
আমার	সাথে	দেখা	87
আমি	এটা	করতে	86
আমি	পারব	না	86
আমি	বুঝতে	পেরেছি	85
আবার	দেখা	হবে	84
থেকে	বের	হয়ে	83
মনে	করি	না	83
কি	আমার	সাথে	83
কি	করতে	পারি	83
তুমি	কি	করছো	83
মনে	হয়	আমরা	82
আমি	আশা	করি	82
তোমাকে	সাহায্য	করতে	82
তার	সাথে	দেখা	80
আমার	মনে	হয়না	79
খুঁজে	বের	করো	79
বের	হতে	হবে	76
এখানে	কি	করছ	76
আমার	মনে	আছে	76
দয়া	করে	আমাকে	76
সাথে	কথা	বলছি	75
কাজ	করছে	না	75
কী	মনে	হয়	74
আমার	কথা	শুনতে	74
আমাদের	এখান	থেকে	74
আমি	চাই	না	74
আমার	কথা	শোনো	73
তুমি	জানো	না	73
দেরি	হয়ে	গেছে	73
আমি	খুবই	দুঃখিত	73
করতে	পারবেন	না	72
শেষ	হয়ে	গেছে	72
তুমি	আমার	কাছে	72
আমি	কি	করবো	72
মনে	হচ্ছে	তুমি	72
কথা	বলতে	হবে	72
কি	হচ্ছে	এসব	72
বলতে	পারবো	না	71
তুমি	কি	তোমার	71
তুমি	কি	পাগল	71
থেকে	বের	করে	70
আমাকে	যেতে	দাও	70
দেখা	হয়ে	ভাল	70
তুমি	জান	আমি	70
তোমার	কাছ	থেকে	70
এটা	আমার	জন্য	69
আমি	আপনার	সাথে	69
আপনার	কি	মনে	69
তুমি	আমার	কথা	69
ফিরে	যেতে	হবে	69
আমি	জানি	যে	69
যায়	আসে	না	68
কিছু	আসে	যায়না	68
ঠিক	আছ	তো	68
আপনি	কি	মনে	67
তুমি	এটা	করতে	67
তুমি	কি	এটা	67
তোমার	জন্য	একটা	67
তুমি	কী	করছ	67
তুমি	মনে	করো	67
আপনি	কি	আমাকে	67
রক্ষা	করার	জন্য	66
তুমি	কি	বলতে	66
তুমি	এখানে	কী	66
না	যে	তুমি	66
কোন	উপায়	নেই	66
আমরা	কোথায়	যাচ্ছি	66
সাথে	কথা	বলে	65
আমার	সাথে	এসো	65
সবকিছু	ঠিক	আছে	65
করা	যায়	না	65
জানি	না	আমি	64
করতে	পারো	না	64
তুমি	কোথায়	যাচ্ছ	64
নষ্ট	হয়ে	গেছে	64
তুমি	আমার	জন্য	64
ফরহাদ	হোসেন	মাসুম	64
ঠিক	আছে	আমরা	63
করতে	পারেন	না	63
দিতে	পারি	না	63
আমি	তোমাকে	একটা	63
মনে	হয়	তোমার	63
যেতে	পারবে	না	63
আমি	তোমাকে	বলেছিলাম	63
আমি	তোমাকে	সাহায্য	63
জন্য	অপেক্ষা	করছে	63
মনে	হয়	আমার	63
তাই	মনে	হয়	62
এক	দুই	তিন	62
বন্ধ	করে	দাও	62
এখান	থেকে	নিয়ে	62
থেকে	সরে	যাও	62
ঠিক	আছো	তো	62
যাও	এখান	থেকে	62
সাহায্য	করার	জন্য	61
কথা	বলার	জন্য	61
আমাকে	সাহায্য	করতে	61
চলে	যেতে	হবে	61
কিছু	না	কিছু	61
আসার	জন্য	ধন্যবাদ	61
কি	মনে	করেন	60
আমরা	এখান	থেকে	60
নিয়ে	কথা	বলতে	60
ওহ	মাই	গড	60
কী	করতে	হবে	60
যেতে	পারবো	না	60
আর	আমি	তোমাকে	60
থেকে	চলে	যাও	60
আমি	এখান	থেকে	60
করার	দরকার	নেই	59
এখানে	কী	করছ	59
কি	মনে	করো	59
সাথে	দেখা	করার	59
সবকিছু	ঠিক	হয়ে	59
অনেক	দেরি	হয়ে	59
তুমি	কি	করতে	59
সময়	হয়ে	গেছে	59
মনে	হয়	আমাদের	58
আমি	জানি	সে	58
কিছু	হবে	না	58
পছন্দ	করি	না	58
এসব	কি	হচ্ছে	58
আপনার	সাথে	দেখা	58
যদি	তুমি	আমার	58
করার	জন্য	ধন্যবাদ	58
আই	লাভ	ইউ	57
আমি	দুঃখিত	আমি	57
তা	না	হলে	57
আমাকে	সাহায্য	করুন	57
চিন্তার	কিছু	নেই	57
তোমার	দর্শন	লগ	57
আমি	আপনার	জন্য	56
কোন	দরকার	নেই	56
তোমার	সাথে	আমার	56
নিয়ে	যেতে	হবে	56
আপনাকে	সাহায্য	করতে	56
সে	আমার	সাথে	56
আমার	সাথে	আসো	56
কিছুই	জানি	না	56
আপনি	কি	আমার	56
করা	হবে	না	56
আমি	এখানে	এসেছি	56
ঠিক	আছে	এখন	55
কিছু	মনে	না	55
এটা	ঠিক	না	55
তো	মনে	হয়	55
আমাকে	এখান	থেকে	55
ঠিক	আছে	তুমি	55
ভয়	পেও	না	55
আমাকে	সাহায্য	করো	55
আমার	বাবা	মা	55
ঠিক	হবে	না	55
তুমি	কি	করবে	55
খুঁজে	বের	করবো	55
আমি	তো	শুধু	55
বছরের	পর	বছর	55
কিছু	যায়	আসে	54
আপনি	কি	করছেন	54
আমি	দেখতে	পাচ্ছি	54
আমি	তোমাকে	বিশ্বাস	54
কিছু	একটা	আছে	54
তোমার	বাবা	মা	54
আমার	জন্য	অপেক্ষা	54
কাজ	করবে	না	54
কিছু	মনে	করবেন	53
তোমার	মনে	হয়	53
পরে	দেখা	হবে	53
আমি	কথা	দিচ্ছি	53
হয়ে	ভাল	লাগল	53
তুমি	কি	সত্যিই	53
কি	করছো	তুমি	53
বলে	মনে	হচ্ছে	53
অপেক্ষা	করতে	হবে	53
কিছু	বলার	আছে	52
ধরে	বলতে	পারি	52
তেমন	কিছু	না	52
সাহায্য	করতে	হবে	52
আমার	সাথে	মজা	52
চলো	যাওয়া	যাক	52
বেঁচে	থাকার	জন্য	52
আমি	তোমাকে	কিছু	52
সে	ক্ষেত্রে	আপনি	52
তোমার	কোন	অংশীদার	52
কোন	অংশীদার	নেই	52
এখন	কি	করবো	51
তুমি	কি	এই	51
আর	কোন	উপায়	51
এখান	থেকে	যেতে	51
আমি	তোমাকে	আমার	51
বাজি	ধরে	বলতে	50
আপনার	সাথে	কথা	50
আমার	কথা	শুনুন	50
থেকে	বের	হও	50
বন্ধ	করতে	হবে	50
না	হওয়া	পর্যন্ত	50
সাহায্য	করতে	পারবে	50
তুমি	কি	জান	50
শেষ	করতে	হবে	50
আমাকে	ক্ষমা	করে	50
দর্শন	লগ	করা	50
কী	করছ	তুমি	49
তুমি	কি	নিশ্চিত	49
আমাকে	বিশ্বাস	করো	49
আর	আমি	জানি	49
ওহ্	মাই	গড	49
আমাকে	দেখতে	দাও	49
সে	ঠিক	আছে	49
আমি	তোমাকে	বলতে	49
সে	মারা	গেছে	49
এর	মানে	কি	48
না	না	আমি	48
কিছু	করতে	হবে	48
আশা	করি	তুমি	48
করে	দিতে	পারে	48
দেরি	হয়ে	যাচ্ছে	48
বিশ্বাস	হচ্ছে	না	48
আমি	চলে	যাচ্ছি	48
কি	মনে	কর	48
কিন্তু	আমি	তোমাকে	48
শুনতে	চাই	না	48
কাজ	হবে	না	48
আমি	বিশ্বাস	করতে	47
আমি	আমার	নিজের	47
কথা	বলবে	না	47
সাথে	কথা	বলার	47
আমি	কি	তোমাকে	47
তুমি	আর	তোমার	47
আমি	তোমাকে	বলেছি	47
তোমার	জন্য	অপেক্ষা	47
মনে	হচ্ছে	সে	47
তুমি	কি	ঠিক	47
আমি	তোমাকে	দেখছি	47
দেখতে	পাচ্ছি	না	46
আর	এখন	আমি	46
তুমি	কোথায়	ছিলে	46
যদি	তুমি	আমাকে	46
দেখা	হয়ে	ভালো	46
আমি	চেষ্টা	করছি	46
আমি	কি	আপনাকে	46
আমার	দিকে	তাকিয়ে	46
আমার	মনে	হয়	46
ওহ	না	না	46
করতে	পার	না	46
তুমি	কি	কিছু	46
আমি	জানতাম	তুমি	46
কোন	সন্দেহ	নেই	45
আর	আমার	মনে	45
কিন্তু	আমার	মনে	45
খুঁজে	বের	করে	45
আমার	কাছে	একটা	45
কেউ	জানে	না	45
আমার	পছন্দ	হয়েছে	45
আমি	তোমাকে	অনেক	45
আমাকে	মেরে	ফেলবে	45
খুজে	বের	করতে	45
আপনি	আমার	সাথে	44
কেউ	না	কেউ	44
পরে	কথা	হবে	44
সমস্যা	হবে	না	44
তুমি	আমাদের	সাথে	44
তার	কাছ	থেকে	44
কার	সাথে	কথা	44
সাথে	কথা	বলা	44
মনে	করবেন	না	44
তুমি	আমাকে	সাহায্য	44
এখানে	কি	করছো	44
কথা	বলতে	পারে	44
আমরা	জানি	না	44
আছে	তাই	না	44
বলতে	পারে	না	43
খুঁজে	বের	করা	43
মাথা	খারাপ	হয়ে	43
আমি	চাই	আপনি	43
তোমার	কী	মনে	43
হ্যাঁ	আমি	জানি	43
আমি	শুধু	আমার	43
মনে	হচ্ছে	এটা	43
উপর	ভিত্তি	করে	43
আমি	তো	ভেবেছিলাম	43
শপথ	করে	বলছি	43
যত	দ্রুত	সম্ভব	42
করার	চেষ্টা	করছি	42
আমি	সত্যিই	দুঃখিত	42
কী	করতে	পারি	42
তুমি	কিভাবে	জানলে	42
সাহায্য	করতে	চাই	42
আমি	শুধু	তোমাকে	42
সাথে	দেখা	করে	42
আর	আমি	আমার	42
পছন্দ	করে	না	42
কি	আমার	জন্য	42
কাছ	থেকে	দূরে	42
এটা	হতে	পারে	42
হয়ে	যেতে	পারে	42
ঠিক	আছে	এটা	41
আমি	তোমার	কথা	41
যেতে	পারব	না	41
তার	নাম	কি	41
তুমি	কি	তাকে	41
সাথে	পরিচয়	করিয়ে	41
তার	মানে	তুমি	41
না	যে	আমি	41
কিছু	একটা	করতে	41
তাকে	ছেড়ে	দাও	41
তুমি	জানো	তুমি	41
এখন	যেতে	হবে	41
চোখ	বন্ধ	করে	41
তুমি	তার	সাথে	41
আমার	কথা	শুন	41
আর	তুমি	আমার	41
কি	হবে	যদি	41
মনে	হচ্ছে	আমি	41
কাজ	করে	না	41
আমি	কি	করতে	41
আর	আমি	তোমার	41
এটা	কাজ	করছে	41
কিছু	জানি	না	41
আমি	এখানে	আছি	41
আমরা	এখন	কি	40
এটা	আমার	কাছে	40
আমি	বাজি	ধরে	40
কিছুই	করার	নেই	40
কি	করছ	তুমি	40
হয়ে	ভালো	লাগলো	40
তো	মনে	হচ্ছে	40
এটা	কি	সত্যি	40
অনুবাদ	আয়োজন	অনুবাদকদের	40
আয়োজন	অনুবাদকদের	আড্ডা	40
তুমি	বলেছিলে	তুমি	40
করা	যেতে	পারে	40
আমার	পক্ষ	থেকে	40
কিছু	বলতে	চাই	39
আমরা	কি	করবো	39
আমি	আর	আমার	39
এর	মানে	কী	39
কি	বলতে	চাচ্ছ	39
কোন	প্রয়োজন	নেই	39
কিন্তু	তুমি	তো	39
দেখা	যাচ্ছে	না	39
শুরু	হয়ে	গেছে	39
চোখ	বন্ধ	করো	39
মনে	করো	না	39
না	হলে	আমি	39
ওর	সাথে	কথা	39
আমি	জানি	আপনি	39
আমি	জানি	তোমার	39
ঠিক	আছেন	তো	39
থাকতে	পারবে	না	39
দিতে	পারব	না	39
সাথে	কথা	বল	39
কথা	বলা	দরকার	39
কথা	বলো	না	39
দিতে	পারবো	না	39
ভয়	পেয়ো	না	39
ঠিক	আছে	আপনি	38
আপনি	কি	বলতে	38
মনে	হয়	এই	38
খারাপ	হয়ে	গেছে	38
কোন	না	কোন	38
আমি	ভাল	আছি	38
বন্ধ	হয়ে	গেছে	38
আমরা	ঠিক	আছি	38
এখানে	কি	করছেন	38
বেশি	সময়	নেই	38
এই	কাজ	করতে	38
তুমি	কি	কখনো	38
একে	অপরের	সাথে	38
নিয়ে	যেতে	পারবে	38
তুমি	এখানে	কেন	38
হবে	তাই	না	38
জানি	না	কি	38
মোঃ	কামরুল	হাসান	38
ও	সে	ক্ষেত্রে	38
আমি	এটা	নিয়ে	37
না	কিন্তু	আমি	37
হতে	পারবে	না	37
এটা	করতে	পারবে	37
এসব	কী	হচ্ছে	37
তুমি	বলতে	চাচ্ছ	37
তোমার	আর	আমার	37
তুমি	বুঝতে	পারছ	37
করে	দিতে	হবে	37
বিশ্বাস	করতে	পারছি	37
তাকে	খুঁজে	বের	37
বের	হয়ে	যাও	37
আমি	বুঝতে	পারছিনা	37
মনে	হচ্ছে	যেন	37
তোমার	জন্য	কিছু	37
থেকে	বের	করো	37
জন্য	অপেক্ষা	করো	37
কিন্তু	আমি	জানি	37
আর	কিছু	না	37
কিন্তু	আমি	তো	37
সাথে	কথা	বলেছি	37
ঠিক	জানি	না	37
আর	যদি	তুমি	37
বন্ধ	হয়ে	যাবে	37
এটা	আবার	কি	37
তুমি	কি	বুঝতে	37
আমার	কথা	শুনো	37
আমাকে	সাহায্য	করবে	37
ঠিক	আছে	আমার	36
আমাকে	যেতে	দিন	36
ঠিক	আছে	কিন্তু	36
সাথে	দেখা	করবে	36
আমার	কাছে	কিছু	36
কোন	সমস্যা	হবে	36
সাথে	আমার	দেখা	36
বিশ্বাসই	হচ্ছে	না	36
কিন্তু	আমি	আমার	36
আমি	মনে	হয়	36
বন্ধ	করে	দিতে	36
বলতে	পারব	না	36
সে	বেঁচে	আছে	36
সব	শেষ	হয়ে	36
আমার	সাথে	থাকো	36
অনুবাদ	ও	সম্পাদনাঃ	36
আমার	কাছে	আছে	35
শুরু	করতে	পারি	35
আমি	বুঝতে	পারিনি	35
আপনি	এখানে	কি	35
কথা	বলছি	না	35
ওকে	ছেড়ে	দাও	35
আমি	তোমাকে	নিয়ে	35
ধ্বংস	হয়ে	গেছে	35
শুধু	তুমি	আর	35
আর	তুমি	আমাকে	35
দেখা	করার	জন্য	35
আমি	তোমাকে	পছন্দ	35
মনে	হচ্ছে	তোমার	35
কী	করছো	তুমি	35
আমার	সাথে	আসুন	35
বলতে	চাই	না	35
তুমি	জানো	সে	35
তুমি	পারবে	না	35
যে	তুমি	আমার	35
কিন্তু	আমি	এটা	35
থাকার	কথা	না	35
মনে	হয়	তারা	35
মনে	হয়	আপনি	34
কী	হচ্ছে	এসব	34
একটু	কথা	বলতে	34
সাথে	দেখা	হবে	34
কাছে	যেতে	হবে	34
মনে	হয়	যে	34
তুমি	এখান	থেকে	34
আমার	জানা	নেই	34
বিশ্বাস	করবে	না	34
সে	তোমার	সাথে	34
জানতাম	না	যে	34
পাগল	হয়ে	গেছে	34
সাথে	দেখা	হয়ে	34
আমি	তোমাকে	বলছি	34
মনে	করিয়ে	দিতে	34
একা	থাকতে	দাও	34
নিতে	পারছি	না	34
চিন্তা	করতে	হবে	34
আমরা	কী	করব	34
করার	কথা	ছিল	34
দেখা	করতে	হবে	34
চিন্তা	কোরো	না	34
ভুলে	যেও	না	34
যাই	হোক	আমি	34
তুমি	কি	আমাদের	34
তাহলে	আমি	তোমাকে	34
চেষ্টা	করবেন	না	34
দেখা	করতে	চাই	34
করা	বন্ধ	করো	34
কামরুল	হাসান	শিমুল	34
একদম	ঠিক	আছে	34
আপনার	নাম	কি	33
আপনি	কি	চান	33
কিছুই	হবে	না	33
তাদের	সাথে	কথা	33
উপর	নির্ভর	করে	33
জন্য	অপেক্ষা	করছি	33
একটা	কথা	বলি	33
কিছু	সময়ের	জন্য	33
সাথে	একটু	কথা	33
না	আমি	ঠিক	33
কি	বলতে	চাও	33
কিন্তু	এখন	আমি	33
আমাদের	সাথে	যোগ	33
তোমার	হাত	দাও	33
তুমি	আমাকে	বিশ্বাস	33
আমাকে	ছেড়ে	চলে	33
কি	হচ্ছে	এখানে	33
থেকে	যেতে	হবে	33
সত্যি	বলতে	কি	33
সে	আমার	কাছে	33
জানি	না	সে	33
এর	চেয়ে	ভালো	33
জন্য	প্রস্তুত	হও	33
ভয়	পাই	না	33
দেরী	হয়ে	গেছে	33
তোমার	সাথে	থাকতে	33
দরজা	বন্ধ	করে	33
সাথে	কথা	বলি	33
নিয়ে	কথা	বলছি	32
কিছু	করতে	পারি	32
যেতে	হবে	না	32
খুঁজে	পাচ্ছি	না	32
থামাতে	পারবে	না	32
কাজ	করার	জন্য	32
আমাকে	ছেড়ে	দাও	32
আপনার	কাছ	থেকে	32
জানি	তুমি	কি	32
কিছু	মনে	করো	32
তোমাকে	যেতে	হবে	32
আমি	তোমাকে	এটা	32
এতে	কিছু	আসে	32
না	আমি	জানি	32
কোনো	উপায়	নেই	32
বিশ্বাসই	করতে	পারছি	32
এটা	কোন	ব্যাপার	32
আমাদের	সাহায্য	করবে	32
মনে	হয়	তার	32
আমার	চোখের	সামনে	32
ব্যবহার	করতে	পারি	32
থাকতে	পারবো	না	32
আপনাকে	অনেক	ধন্যবাদ	32
আমি	তো	আর	32
নাপ	নামে	এক	32
নামে	এক	মহিলাকে	32
কেন	তুমি	আমাকে	32
মনে	হচ্ছে	আপনি	31
আমি	কি	তোমার	31
তোমাকে	বিশ্বাস	করি	31
করতে	না	পারে	31
খুঁজে	বের	করবে	31
সত্যি	বলতে	আমি	31
বের	করার	জন্য	31
যদি	তুমি	চাও	31
তোমার	চোখ	বন্ধ	31
হবে	ঠিক	আছে	31
ভয়ের	কিছু	নেই	31
শুরু	করতে	হবে	31
মনে	হচ্ছে	আমাদের	31
আমার	দেখা	সবচেয়ে	31
কথা	ভুলে	যাও	31
আমি	সাহায্য	করতে	31
কি	আমার	কথা	31
সে	চলে	গেছে	31
আমি	ভুল	ছিলাম	31
এটা	কি	সত্য	31
আমরা	একে	অপরকে	31
দয়া	করে	আমার	31
করে	দিতে	পারি	31
আমি	তার	জন্য	31
তোমাকে	এখান	থেকে	31
কোন	পথ	নেই	31
আর	এখন	তুমি	31
আমি	তোমার	মত	31
কি	হতে	পারে	31
কি	ঠিক	আছো	31
হারাতে	চাই	না	31
যে	কোন	কিছু	31
আমার	যেতে	হবে	31
সে	আমার	বন্ধু	31
এখন	তুমি	কি	31
আমি	আশা	করছি	31
তাহলে	তুমি	কি	31
আছে	কি	না	31
সাহায্য	করতে	পারবো	30
মনে	হচ্ছে	আমরা	30
এই	না	যে	30
সাথে	কথা	বলব	30
আমরা	চলে	যাচ্ছি	30
আমার	উপর	বিশ্বাস	30
কথা	বলতে	না	30
নতুন	করে	শুরু	30
উচিত	হয়	নি	30
না	আমি	তোমাকে	30
আমি	ভালো	আছি	30
কথা	বলতে	চাও	30
কী	চাও	তুমি	30
যে	আমি	তোমাকে	30
আমার	জীবনের	সবচেয়ে	30
করার	জন্য	আমি	30
আমার	তো	মনে	30
তোমার	কাছে	কি	30
একটু	একটু	করে	30
থাকতে	পারে	না	30
কোন	সমস্যা	আছে	30
বন্ধ	করে	দিয়েছে	30
কি	করা	যায়	30
সে	আমার	জন্য	30
না	আমি	তোমার	30
আমার	জন্য	কিছু	30
নেই	তাই	না	30
তাকে	এখান	থেকে	30
জানি	তুমি	কে	30
ঠিক	করতে	হবে	30
সে	কি	করছে	30
ভয়	পাওয়ার	কিছু	30
আমাকে	বিশ্বাস	কর	30
আমি	ভয়	পাচ্ছি	30
কিন্তু	তার	আগে	30
তাহলে	ঠিক	আছে	30
পাওয়ার	কিছু	নেই	30
আমার	কাজ	শেষ	30
জপ	আলি	আলি	30
ব্যাপারে	কথা	বলতে	29
আছে	আমার	কাছে	29
আমি	তোমাকে	খুন	29
কোন	লাভ	নেই	29
এখানে	কি	হচ্ছে	29
ভালো	লাগছে	না	29
কিছু	করার	নেই	29
অস্ত্র	ফেলে	দাও	29
আসে	যায়	না	29
আমাকে	দিয়ে	দাও	29
থেকে	নিয়ে	যাও	29
আমি	ভেবেছিলাম	আমি	29
সুন্দর	তাই	না	29
ছাড়া	আর	কিছুই	29
যে	তুমি	আমাকে	29
শেষ	করে	দাও	29
নিজের	খেয়াল	রেখো	29
তোমাকে	পছন্দ	করি	29
আমি	কী	করব	29
সে	আমাদের	সাথে	29
তুমি	ঠিক	হয়ে	29
তুমি	কি	জানতে	29
কি	চাও	তুমি	29
আমি	কি	করছি	29
কি	করা	উচিত	29
তোমার	জন্য	আমার	29
খুঁজে	বের	করব	29
তাকাও	আমার	দিকে	29
আমাদের	সাহায্য	করতে	29
ঠিক	আছে	চলো	29
কিছু	মনে	করবে	29
তোমার	নাম	কী	29
সাথে	কথা	বলবে	29
সে	কেমন	আছে	29
তাকে	যেতে	দাও	29
এমন	কিছু	যা	29
তার	মায়েরে	বাপ	29
বিশ্বাস	করতে	পারি	29
পাওয়া	যাচ্ছে	না	29
কি	ঠিক	আছে	29
আমি	আপনার	কাছে	29
হ্যা	ঠিক	আছে	29
সাথে	কথা	বলছে	29
দেখে	তো	মনে	29
ক্ষমা	করে	দিও	29
এটা	করতে	পারব	29
আমি	কিভাবে	জানবো	29
জানি	না	তুমি	29
আমি	কি	এটা	29
হ্যাঁ	হ্যাঁ	হ্যাঁ	29
জি	ডং	চিওল	29
কোথা	থেকে	এসেছে	28
করা	উচিত	ছিল	28
আশা	করি	আপনি	28
কথা	মনে	করিয়ে	28
যেতে	চাই	না	28
আপনি	জানেন	না	28
জানি	না	কিন্তু	28
আমার	কথা	বুঝতে	28
আপনি	কোথায়	যাচ্ছেন	28
তার	সাথে	আমার	28
করো	ঠিক	আছে	28
দেখতে	চাই	না	28
আমার	বাবা	আমাকে	28
বুঝতে	পারছ	না	28
দেখো	কে	এসেছে	28
একের	পর	এক	28
এটা	সত্য	নয়	28
আমি	ফিরে	এসেছি	28
তুমি	জানো	যে	28
আমি	জানি	সেটা	28
বলার	দরকার	নেই	28
এক	সপ্তাহ	আগে	28
হয়ে	ভাল	লাগলো	28
যতক্ষণ	না	পর্যন্ত	28
বিশ্বাস	করো	না	28
আমি	ওর	সাথে	28
এখন	আমরা	কী	28
জন্য	কিছু	করতে	28
তুমি	যা	চাও	28
চেষ্টা	করো	না	28
আমার	ভালো	লাগে	28
করার	জন্য	দুঃখিত	28
দিতে	পারবে	না	28
বলতে	পারছি	না	28
বলতে	পারি	না	28
বুঝতে	পারছো	না	28
একটা	প্রশ্ন	আছে	28
সাথে	পরিচিত	হয়ে	28
করার	চেষ্টা	করছে	28
মনে	পড়ছে	না	28
আমি	কি	করব	28
দেখে	মনে	হয়	28
জানি	না	কেন	28
এটার	মানে	কি	28
দিতে	চাই	না	28
তাকে	খুজে	বের	28
সাহায্য	করতে	পারেন	28
হতে	চাই	না	28
আসতে	পারবে	না	28
কথা	বলা	যাবে	28
ভ্যাল্কিরি	১	৬	28
তুমি	যেতে	পারো	28
বলা	যাবে	না	28
মোলক	দেবতার	পূজার	28
ডন	ও	সে	28
আমি	হাজির	আছি	28
হাজির	আছি	আমার	28
আছি	আমার	প্রভু	28
সকল	প্রশংসা	তোমার	28
প্রশংসা	তোমার	জন্য	28
সকল	সম্মান	তোমার	28
সম্মান	তোমার	থেকে	28
তোমার	থেকে	আসে	28
সকল	কর্তৃত্ব	তোমারই	28
না	হয়	তাহলে	27
কি	বলতে	চাচ্ছেন	27
আপনি	কি	করতে	27
কথা	বলা	উচিত	27
খুঁজে	পাবে	না	27
কি	আসে	যায়	27
বিশ্বাস	করতে	হবে	27
চিন্তা	করিস	না	27
আপনি	বলতে	চাচ্ছেন	27
বোঝার	চেষ্টা	করো	27
তার	নাম	ছিল	27
রাস্তা	থেকে	সরে	27
এটা	করো	না	27
আমাকে	একা	থাকতে	27
দাঁড়াও	দাঁড়াও	দাঁড়াও	27
জানি	আমি	জানি	27
এখানে	কি	করছে	27
হাতে	সময়	নেই	27
আমরা	এটা	করতে	27
কী	বলতে	চাচ্ছ	27
আমি	জানি	আমার	27
কী	আসে	যায়	27
আমি	সত্যি	বলছি	27
কি	পাগল	হয়ে	27
তুমি	কি	ভাবছো	27
তোমাকে	পছন্দ	করে	27
ভালো	লাগে	না	27
আমি	তোমার	উপর	27
বিরক্ত	করার	জন্য	27
কোন	ধারণা	আছে	27
আমি	পছন্দ	করি	27
মনে	হয়	না	27
আমরা	একে	অপরের	27
অনেক	অনেক	ধন্যবাদ	27
আমার	জন্য	না	27
আমি	নিশ্চিত	সে	27
হতেই	পারে	না	27
তাহমিদ	শাহরিয়ার	সাদমান	27
সাহায্য	করতে	পারে	27
কোন	জায়গা	নেই	27
এটা	তো	আমার	27
কোথায়	ছিলে	তুমি	27
ভাল	লাগে	না	27
আপনি	কি	আপনার	27
তুমি	কোথায়	যাচ্ছো	27
তুমি	কেমন	আছ	27
কিছু	করতে	পারো	27
জন্য	আমি	দুঃখিত	27
আমাকে	বিয়ে	করবে	27
শক্ত	করে	ধরো	27
তুমি	ফিরে	এসেছ	27
যদি	আমি	তোমাকে	27
তার	জন্য	আমি	27
দিনের	পর	দিন	27
তুমি	আমার	দিকে	27
খুজে	বের	করো	27
জন্য	কাজ	করে	27
এটা	আপনার	জন্য	27
কি	বলছো	এসব	27
আমার	চোখের	দিকে	27
থেকে	চলে	যেতে	27
চলুন	শুরু	করা	27
করার	জন্য	প্রস্তুত	27
